tau,s_tmp,cash,delta,pv,r_for,q,PL,,
0_1-th Autocalled,320.989,1.02166,0,1.023,,,-0.00134099,0.01065901,1
0_1-th Autocalled,303.237,1.02783,0,1.023,,,0.00482548,0.01682548,1
1_6-th Autocalled,169.115,-0.0191374,0.00336451,0.568991,,,-0.0191374,-0.0071374,0
0_1-th Autocalled,286.568,1.01958,0,1.023,,,-0.0034226,0.0085774,1
0_1-th Autocalled,300.738,1.02413,0,1.023,,,0.00112727,0.01312727,1
0_1-th Autocalled,307.617,1.0241,0,1.023,,,0.0010969,0.0130969,1
0_1-th Autocalled,297.173,1.02874,0,1.023,,,0.00573839,0.01773839,1
0_1-th Autocalled,289.683,1.02294,0,1.023,,,-6.39E-05,0.011936075,1
0_1-th Autocalled,291.365,1.02191,0,1.023,,,-0.00109328,0.01090672,1
1_6-th Autocalled,132.681,-0.00696064,0.00336451,0.446405,,,-0.00696064,0.00503936,1
0_2-th Autocalled,310.634,1.04813,0,1.046,,,0.00212804,0.01412804,1
0_6-th Autocalled,268.676,1.12989,0,1.138,,,-0.00810541,0.00389459,1
0_1-th Autocalled,311.283,1.02017,0,1.023,,,-0.0028346,0.0091654,1
0_1-th Autocalled,305.978,1.03161,0,1.023,,,0.0086067,0.0206067,1
1_6-th Autocalled,201.595,-0.00904591,0.00336451,0.678267,,,-0.00904591,0.00295409,1
0_1-th Autocalled,315.192,1.0204,0,1.023,,,-0.00260091,0.00939909,1
0_2-th Autocalled,289.241,1.04785,0,1.046,,,0.00185455,0.01385455,1
0_1-th Autocalled,284.484,-0.518139,0.00540837,1.023,,,-0.00254667,0.00945333,1
0_2-th Autocalled,313.45,1.04054,0,1.046,,,-0.00545882,0.00654118,1
0_1-th Autocalled,294.489,1.02262,0,1.023,,,-0.000380643,0.011619357,1
0_4-th Autocalled,274.079,1.09247,0,1.092,,,0.000473999,0.012473999,1
0_1-th Autocalled,315.95,1.01854,0,1.023,,,-0.00446474,0.00753526,1
0_1-th Autocalled,319.428,1.02074,0,1.023,,,-0.00226055,0.00973945,1
0_1-th Autocalled,330.209,1.02291,0,1.023,,,-9.19E-05,0.011908125,1
0_1-th Autocalled,304.227,1.01941,0,1.023,,,-0.00358784,0.00841216,1
0_1-th Autocalled,287.974,1.02734,0,1.023,,,0.00434396,0.01634396,1
0_2-th Autocalled,304.963,1.05443,0,1.046,,,0.008433,0.020433,1
0_1-th Autocalled,300.465,1.02227,0,1.023,,,-0.000726213,0.011273787,1
1_6-th Autocalled,203.162,-0.00551474,0.00336451,0.683541,,,-0.00551474,0.00648526,1
0_1-th Autocalled,289.888,1.02124,0,1.023,,,-0.00175938,0.01024062,1
0_1-th Autocalled,291.039,1.0211,0,1.023,,,-0.00189995,0.01010005,1
0_1-th Autocalled,288.219,1.03927,0,1.023,,,0.0162728,0.0282728,1
0_1-th Autocalled,291.336,1.02103,0,1.023,,,-0.00197009,0.01002991,1
0_2-th Autocalled,350.498,1.05004,0,1.046,,,0.00404083,0.01604083,1
0_1-th Autocalled,384.189,1.02222,0,1.023,,,-0.000784994,0.011215006,1
0_1-th Autocalled,325.091,1.01849,0,1.023,,,-0.00451039,0.00748961,1
0_1-th Autocalled,294.571,1.02345,0,1.023,,,0.000446084,0.012446084,1
0_1-th Autocalled,293.251,1.02409,0,1.023,,,0.00108578,0.01308578,1
0_1-th Autocalled,287.928,1.02317,0,1.023,,,0.000171178,0.012171178,1
0_4-th Autocalled,270.528,1.08536,0,1.092,,,-0.00663852,0.00536148,1
0_1-th Autocalled,329.99,1.02422,0,1.023,,,0.00122178,0.01322178,1
0_1-th Autocalled,284.04,-0.515875,0.00540837,1.023,,,-0.00268008,0.00931992,1
0_1-th Autocalled,312.551,1.02367,0,1.023,,,0.000673968,0.012673968,1
0_4-th Autocalled,268.048,1.62734,-0.00199814,1.092,,,-0.000257798,0.011742202,1
0_3-th Autocalled,268.028,0.234137,0.00310768,1.069,,,-0.00191662,0.01008338,1
0_1-th Autocalled,304.85,1.02684,0,1.023,,,0.00384194,0.01584194,1
0_1-th Autocalled,299.106,1.02035,0,1.023,,,-0.00264649,0.00935351,1
1_6-th Autocalled,203.281,-0.0110826,0.00336451,0.683942,,,-0.0110826,0.0009174,1
0_1-th Autocalled,334.349,1.0231,0,1.023,,,0.000101276,0.012101276,1
0_1-th Autocalled,321.619,1.02619,0,1.023,,,0.00319308,0.01519308,1
0_1-th Autocalled,329.591,1.02543,0,1.023,,,0.00242954,0.01442954,1
0_4-th Autocalled,271.679,1.08823,0,1.092,,,-0.00376664,0.00823336,1
0_1-th Autocalled,286.553,1.02274,0,1.023,,,-0.000258744,0.011741256,1
0_1-th Autocalled,334.41,1.02459,0,1.023,,,0.00158998,0.01358998,1
0_1-th Autocalled,330.849,1.02287,0,1.023,,,-0.000128651,0.011871349,1
0_6-th Autocalled,196.343,1.13735,0,1.138,,,-0.000652866,0.011347134,1
0_1-th Autocalled,349.208,1.02353,0,1.023,,,0.000532973,0.012532973,1
0_1-th Autocalled,298.402,1.02014,0,1.023,,,-0.00286157,0.00913843,1
0_2-th Autocalled,297.706,1.04788,0,1.046,,,0.00188212,0.01388212,1
0_4-th Autocalled,289.623,1.10462,0,1.092,,,0.0126206,0.0246206,1
0_1-th Autocalled,299.982,1.02254,0,1.023,,,-0.000457713,0.011542287,1
1_6-th Autocalled,189.475,0.00820939,0.00336451,0.637489,,,0.00820939,0.02020939,1
0_1-th Autocalled,320.263,1.02149,0,1.023,,,-0.00151086,0.01048914,1
1_6-th Autocalled,226.265,-0.00576859,0.00336451,0.76127,,,-0.00576859,0.00623141,1
0_1-th Autocalled,319.223,1.02113,0,1.023,,,-0.00187124,0.01012876,1
0_1-th Autocalled,312.894,1.0196,0,1.023,,,-0.00339893,0.00860107,1
0_1-th Autocalled,331.687,1.02424,0,1.023,,,0.00123678,0.01323678,1
0_2-th Autocalled,285.242,1.04772,0,1.046,,,0.00171755,0.01371755,1
0_1-th Autocalled,301.167,1.01869,0,1.023,,,-0.00431129,0.00768871,1
1_6-th Autocalled,103.931,-0.00714317,0.00336451,0.349677,,,-0.00714317,0.00485683,1
0_5-th Autocalled,257.45,1.11992,0,1.115,,,0.00491515,0.01691515,1
0_1-th Autocalled,320.193,1.0226,0,1.023,,,-0.000396247,0.011603753,1
0_1-th Autocalled,327.744,1.0221,0,1.023,,,-0.000898113,0.011101887,1
1_6-th Autocalled,156.371,-0.00686331,0.00336451,0.526113,,,-0.00686331,0.00513669,1
0_2-th Autocalled,290.952,1.03971,0,1.046,,,-0.00629186,0.00570814,1
1_6-th Autocalled,171.873,-0.0117775,0.00336451,0.578267,,,-0.0117775,0.0002225,1
0_1-th Autocalled,305.028,1.02537,0,1.023,,,0.0023689,0.0143689,1
0_6-th Autocalled,264.959,1.14953,0,1.138,,,0.0115258,0.0235258,1
0_3-th Autocalled,268.688,0.399441,0.00245422,1.069,,,-0.0101406,0.0018594,1
0_1-th Autocalled,287.11,1.01941,0,1.023,,,-0.00359275,0.00840725,1
1_6-th Autocalled,170.078,-0.0231293,0.00336451,0.572229,,,-0.0231293,-0.0111293,0
0_6-th Autocalled,242.086,1.13017,0,1.138,,,-0.00782511,0.00417489,1
0_1-th Autocalled,312.934,1.02209,0,1.023,,,-0.000910082,0.011089918,1
0_4-th Autocalled,281.875,1.08755,0,1.092,,,-0.00445451,0.00754549,1
0_4-th Autocalled,279.928,1.10004,0,1.092,,,0.00804255,0.02004255,1
0_5-th Autocalled,308.217,1.11811,0,1.115,,,0.00310976,0.01510976,1
1_6-th Autocalled,224.367,-0.00128974,0.00336451,0.754887,,,-0.00128974,0.01071026,1
0_1-th Autocalled,332.005,1.02765,0,1.023,,,0.0046517,0.0166517,1
0_1-th Autocalled,297.218,1.02341,0,1.023,,,0.000409389,0.012409389,1
0_1-th Autocalled,283.226,-0.51244,0.00540837,1.023,,,-0.0036506,0.0083494,1
0_1-th Autocalled,340.227,1.02434,0,1.023,,,0.00134393,0.01334393,1
0_1-th Autocalled,296.672,1.0213,0,1.023,,,-0.00169984,0.01030016,1
0_3-th Autocalled,314.757,1.07446,0,1.069,,,0.00546459,0.01746459,1
0_1-th Autocalled,291.271,1.0142,0,1.023,,,-0.00879857,0.00320143,1
1_6-th Autocalled,256.268,1.1412,0,1.138,,,0.00319524,0.01519524,1
0_1-th Autocalled,308.725,1.02156,0,1.023,,,-0.0014405,0.0105595,1
0_1-th Autocalled,328.426,1.02571,0,1.023,,,0.0027083,0.0147083,1
0_1-th Autocalled,309.63,1.02349,0,1.023,,,0.00049302,0.01249302,1
0_1-th Autocalled,299.269,1.02396,0,1.023,,,0.000964269,0.012964269,1
0_1-th Autocalled,308.332,1.02193,0,1.023,,,-0.00107322,0.01092678,1
1_6-th Autocalled,137.74,-0.0204382,0.00336451,0.463428,,,-0.0204382,-0.0084382,0
0_1-th Autocalled,300.594,1.02884,0,1.023,,,0.00584221,0.01784221,1
0_1-th Autocalled,341.992,1.02217,0,1.023,,,-0.00082539,0.01117461,1
0_1-th Autocalled,375.874,1.02278,0,1.023,,,-0.000217482,0.011782518,1
0_6-th Autocalled,214.828,1.14715,0,1.138,,,0.00914875,0.02114875,1
1_6-th Autocalled,174.002,-0.00211337,0.00336451,0.58543,,,-0.00211337,0.00988663,1
0_1-th Autocalled,286.758,1.02487,0,1.023,,,0.00187315,0.01387315,1
0_1-th Autocalled,289.335,1.02181,0,1.023,,,-0.00118762,0.01081238,1
0_4-th Autocalled,281.158,1.09586,0,1.092,,,0.00385684,0.01585684,1
0_1-th Autocalled,327.18,1.02339,0,1.023,,,0.000391847,0.012391847,1
0_1-th Autocalled,287.825,1.03014,0,1.023,,,0.00714151,0.01914151,1
0_4-th Autocalled,289.502,1.08565,0,1.092,,,-0.00635406,0.00564594,1
0_3-th Autocalled,285.266,1.07631,0,1.069,,,0.00730768,0.01930768,1
0_1-th Autocalled,333.584,1.02353,0,1.023,,,0.000533171,0.012533171,1
0_1-th Autocalled,306.139,1.02283,0,1.023,,,-0.000166129,0.011833871,1
0_1-th Autocalled,290.412,1.02297,0,1.023,,,-2.82E-05,0.011971849,1
0_2-th Autocalled,289.773,1.04363,0,1.046,,,-0.00237344,0.00962656,1
0_1-th Autocalled,290.13,1.02695,0,1.023,,,0.00394732,0.01594732,1
0_1-th Autocalled,314.77,1.01897,0,1.023,,,-0.00403132,0.00796868,1
0_1-th Autocalled,305.608,1.02115,0,1.023,,,-0.00185394,0.01014606,1
0_5-th Autocalled,304.979,1.12254,0,1.115,,,0.00754094,0.01954094,1
0_1-th Autocalled,299.504,1.02576,0,1.023,,,0.00275568,0.01475568,1
1_6-th Autocalled,143.88,-0.00191803,0.00336451,0.484087,,,-0.00191803,0.01008197,1
0_3-th Autocalled,283.568,1.07805,0,1.069,,,0.00905065,0.02105065,1
0_2-th Autocalled,294.89,1.04541,0,1.046,,,-0.000585067,0.011414933,1
0_2-th Autocalled,292.144,1.04404,0,1.046,,,-0.00195949,0.01004051,1
0_1-th Autocalled,321.376,1.0242,0,1.023,,,0.00119933,0.01319933,1
0_1-th Autocalled,328.378,1.02656,0,1.023,,,0.00355548,0.01555548,1
0_1-th Autocalled,364.515,1.02244,0,1.023,,,-0.000563874,0.011436126,1
0_1-th Autocalled,284.581,-0.507698,0.00540837,1.023,,,0.0084206,0.0204206,1
0_1-th Autocalled,305.771,1.02264,0,1.023,,,-0.000364543,0.011635457,1
0_1-th Autocalled,307.313,1.02228,0,1.023,,,-0.000721376,0.011278624,1
0_1-th Autocalled,358.701,1.02414,0,1.023,,,0.00113658,0.01313658,1
0_3-th Autocalled,311.181,1.06438,0,1.069,,,-0.00462361,0.00737639,1
0_2-th Autocalled,312.032,1.04709,0,1.046,,,0.00109042,0.01309042,1
0_1-th Autocalled,320.188,1.02089,0,1.023,,,-0.00210681,0.00989319,1
0_1-th Autocalled,307.79,1.02267,0,1.023,,,-0.000329074,0.011670926,1
0_1-th Autocalled,296.846,1.02459,0,1.023,,,0.00158663,0.01358663,1
0_1-th Autocalled,336.538,1.02282,0,1.023,,,-0.000183409,0.011816591,1
0_2-th Autocalled,310.421,1.04594,0,1.046,,,-6.50E-05,0.011935036,1
0_1-th Autocalled,284.241,-0.519772,0.00540837,1.023,,,-0.0054928,0.0065072,1
0_6-th Autocalled,273.806,1.12927,0,1.138,,,-0.00873481,0.00326519,1
0_1-th Autocalled,309.952,1.01974,0,1.023,,,-0.00326163,0.00873837,1
0_1-th Autocalled,307.778,1.02302,0,1.023,,,2.06E-05,0.012020589,1
0_6-th Autocalled,205.675,1.17357,0,1.138,,,0.0355749,0.0475749,1
1_6-th Autocalled,98.3427,-0.000643708,0.00336451,0.330875,,,-0.000643708,0.011356292,1
0_1-th Autocalled,318.182,1.02508,0,1.023,,,0.00208005,0.01408005,1
0_1-th Autocalled,316.992,1.02582,0,1.023,,,0.00282264,0.01482264,1
0_1-th Autocalled,306.1,1.02395,0,1.023,,,0.000945472,0.012945472,1
0_1-th Autocalled,288.737,1.02374,0,1.023,,,0.000740134,0.012740134,1
0_1-th Autocalled,286.867,1.03042,0,1.023,,,0.00742291,0.01942291,1
0_1-th Autocalled,338.833,1.02151,0,1.023,,,-0.00148969,0.01051031,1
0_1-th Autocalled,293.084,1.01613,0,1.023,,,-0.00687444,0.00512556,1
0_1-th Autocalled,308.496,1.022,0,1.023,,,-0.00100446,0.01099554,1
1_6-th Autocalled,221.063,-0.00482713,0.00336451,0.74377,,,-0.00482713,0.00717287,1
0_1-th Autocalled,288.241,1.02463,0,1.023,,,0.00163226,0.01363226,1
0_1-th Autocalled,316.96,1.02121,0,1.023,,,-0.0017907,0.0102093,1
0_1-th Autocalled,308.451,1.02472,0,1.023,,,0.00171565,0.01371565,1
0_5-th Autocalled,286.746,1.13171,0,1.115,,,0.0167097,0.0287097,1
0_1-th Autocalled,300.366,1.02323,0,1.023,,,0.000232279,0.012232279,1
0_1-th Autocalled,322.463,1.02208,0,1.023,,,-0.000917744,0.011082256,1
0_2-th Autocalled,303.784,1.04357,0,1.046,,,-0.00243197,0.00956803,1
0_1-th Autocalled,303.776,1.03052,0,1.023,,,0.0075249,0.0195249,1
0_1-th Autocalled,309.758,1.02513,0,1.023,,,0.00212839,0.01412839,1
1_6-th Autocalled,162.416,-0.00682902,0.00336451,0.546451,,,-0.00682902,0.00517098,1
0_1-th Autocalled,300.095,1.02545,0,1.023,,,0.00245448,0.01445448,1
0_1-th Autocalled,361.026,1.02388,0,1.023,,,0.00088413,0.01288413,1
0_1-th Autocalled,319.139,1.02313,0,1.023,,,0.000134151,0.012134151,1
0_1-th Autocalled,301.296,1.02386,0,1.023,,,0.00086241,0.01286241,1
0_1-th Autocalled,326.584,1.02336,0,1.023,,,0.000362019,0.012362019,1
0_1-th Autocalled,323.317,1.02314,0,1.023,,,0.000142973,0.012142973,1
1_6-th Autocalled,136.708,-0.0095696,0.00336451,0.459957,,,-0.0095696,0.0024304,1
0_1-th Autocalled,304.454,1.02096,0,1.023,,,-0.00203814,0.00996186,1
0_1-th Autocalled,320.264,1.02498,0,1.023,,,0.00198253,0.01398253,1
0_1-th Autocalled,300.559,1.01845,0,1.023,,,-0.00455359,0.00744641,1
0_1-th Autocalled,326.309,1.02385,0,1.023,,,0.000849994,0.012849994,1
0_1-th Autocalled,349.243,1.02346,0,1.023,,,0.000456857,0.012456857,1
0_1-th Autocalled,320.616,1.02393,0,1.023,,,0.00093253,0.01293253,1
0_2-th Autocalled,289.483,1.04194,0,1.046,,,-0.00405608,0.00794392,1
0_2-th Autocalled,291.869,1.03875,0,1.046,,,-0.00724815,0.00475185,1
0_1-th Autocalled,310.58,1.02588,0,1.023,,,0.0028822,0.0148822,1
0_2-th Autocalled,297.16,1.04552,0,1.046,,,-0.000479071,0.011520929,1
0_4-th Autocalled,296.645,1.09376,0,1.092,,,0.00176012,0.01376012,1
0_1-th Autocalled,292.07,1.02299,0,1.023,,,-6.81E-06,0.011993195,1
0_1-th Autocalled,337.38,1.0212,0,1.023,,,-0.00179926,0.01020074,1
0_4-th Autocalled,306.138,1.0953,0,1.092,,,0.00330495,0.01530495,1
0_1-th Autocalled,366.841,1.02497,0,1.023,,,0.00196574,0.01396574,1
0_1-th Autocalled,363.518,1.02171,0,1.023,,,-0.00129027,0.01070973,1
0_1-th Autocalled,303.015,1.02446,0,1.023,,,0.00145608,0.01345608,1
0_1-th Autocalled,297.512,1.02486,0,1.023,,,0.0018575,0.0138575,1
0_1-th Autocalled,302.559,1.02129,0,1.023,,,-0.00171416,0.01028584,1
0_1-th Autocalled,323.609,1.02372,0,1.023,,,0.000716839,0.012716839,1
1_6-th Autocalled,163.262,-0.0138131,0.00336451,0.549298,,,-0.0138131,-0.0018131,0
0_1-th Autocalled,304.227,1.01919,0,1.023,,,-0.00380687,0.00819313,1
0_2-th Autocalled,308.36,1.04824,0,1.046,,,0.00223824,0.01423824,1
0_1-th Autocalled,312.709,1.0228,0,1.023,,,-0.000201067,0.011798933,1
0_1-th Autocalled,300.555,1.02004,0,1.023,,,-0.00295565,0.00904435,1
0_1-th Autocalled,321.539,1.02151,0,1.023,,,-0.00149433,0.01050567,1
0_1-th Autocalled,312.169,1.02375,0,1.023,,,0.000750322,0.012750322,1
0_1-th Autocalled,307.824,1.02521,0,1.023,,,0.00221452,0.01421452,1
0_3-th Autocalled,284.702,1.06796,0,1.069,,,-0.0010354,0.0109646,1
1_6-th Autocalled,165.928,-0.0208981,0.00336451,0.558267,,,-0.0208981,-0.0088981,0
0_5-th Autocalled,253.433,2.17782,-0.00419031,1.115,,,0.000864243,0.012864243,1
0_1-th Autocalled,305.819,1.02484,0,1.023,,,0.00184108,0.01384108,1
0_1-th Autocalled,305.362,1.01712,0,1.023,,,-0.00588008,0.00611992,1
0_1-th Autocalled,318.696,1.02422,0,1.023,,,0.00122297,0.01322297,1
0_1-th Autocalled,300.332,1.02257,0,1.023,,,-0.000428928,0.011571072,1
0_1-th Autocalled,310.863,1.02177,0,1.023,,,-0.00122748,0.01077252,1
0_6-th Autocalled,265.185,1.15911,0,1.138,,,0.0211132,0.0331132,1
0_1-th Autocalled,291.951,1.02566,0,1.023,,,0.00265895,0.01465895,1
0_2-th Autocalled,292.858,1.04966,0,1.046,,,0.00365783,0.01565783,1
0_2-th Autocalled,312.012,1.03895,0,1.046,,,-0.00705042,0.00494958,1
0_1-th Autocalled,296.635,1.02142,0,1.023,,,-0.00157843,0.01042157,1
0_1-th Autocalled,284.342,-0.521802,0.00540837,1.023,,,-0.00697436,0.00502564,1
0_6-th Autocalled,204.601,1.19211,0,1.138,,,0.0541142,0.0661142,1
0_1-th Autocalled,295.872,1.02293,0,1.023,,,-6.62E-05,0.011933759,1
0_1-th Autocalled,332.458,1.02193,0,1.023,,,-0.00107241,0.01092759,1
0_1-th Autocalled,289.555,1.02316,0,1.023,,,0.000164282,0.012164282,1
0_1-th Autocalled,283.503,-0.528407,0.00540837,1.023,,,-0.0181189,-0.0061189,0
0_1-th Autocalled,306.146,1.0188,0,1.023,,,-0.0042021,0.0077979,1
0_1-th Autocalled,344.846,1.02431,0,1.023,,,0.00130719,0.01330719,1
0_1-th Autocalled,304.97,1.02709,0,1.023,,,0.00408734,0.01608734,1
0_1-th Autocalled,310.353,1.02065,0,1.023,,,-0.00235468,0.00964532,1
0_1-th Autocalled,339.933,1.02237,0,1.023,,,-0.000631886,0.011368114,1
0_1-th Autocalled,321.311,1.02097,0,1.023,,,-0.0020282,0.0099718,1
0_1-th Autocalled,320.322,1.02525,0,1.023,,,0.00225334,0.01425334,1
0_6-th Autocalled,246.771,1.13242,0,1.138,,,-0.00557908,0.00642092,1
0_1-th Autocalled,299.715,1.02445,0,1.023,,,0.00145095,0.01345095,1
0_6-th Autocalled,183.187,0.959518,0,1.138,,,-0.178482,-0.166482,0
1_6-th Autocalled,177.21,-0.101123,0.00336451,0.596225,,,-0.101123,-0.089123,0
0_3-th Autocalled,287.481,1.07088,0,1.069,,,0.0018815,0.0138815,1
0_1-th Autocalled,301.598,1.02312,0,1.023,,,0.000124484,0.012124484,1
0_1-th Autocalled,295.828,1.02354,0,1.023,,,0.000542821,0.012542821,1
0_1-th Autocalled,316.781,1.02196,0,1.023,,,-0.00104402,0.01095598,1
0_4-th Autocalled,276.93,1.09196,0,1.092,,,-3.85E-05,0.011961472,1
0_1-th Autocalled,296.653,1.02648,0,1.023,,,0.00348255,0.01548255,1
0_3-th Autocalled,301.308,1.06145,0,1.069,,,-0.00755061,0.00444939,1
0_1-th Autocalled,291.444,1.0198,0,1.023,,,-0.00319598,0.00880402,1
0_1-th Autocalled,295.563,1.02017,0,1.023,,,-0.00282714,0.00917286,1
0_1-th Autocalled,331.968,1.0226,0,1.023,,,-0.000397559,0.011602441,1
0_5-th Autocalled,265.26,1.13228,0,1.115,,,0.0172785,0.0292785,1
0_1-th Autocalled,304.793,1.02084,0,1.023,,,-0.00215691,0.00984309,1
0_1-th Autocalled,284.447,-0.524042,0.00540837,1.023,,,-0.00864504,0.00335496,1
0_1-th Autocalled,307.938,1.02345,0,1.023,,,0.000452691,0.012452691,1
0_6-th Autocalled,207.805,1.14176,0,1.138,,,0.00376085,0.01576085,1
0_1-th Autocalled,295.155,1.0221,0,1.023,,,-0.000896332,0.011103668,1
0_1-th Autocalled,312.443,1.02508,0,1.023,,,0.00207778,0.01407778,1
0_1-th Autocalled,324.6,1.02375,0,1.023,,,0.000750605,0.012750605,1
0_1-th Autocalled,291.515,1.02235,0,1.023,,,-0.000650103,0.011349897,1
0_1-th Autocalled,331.672,1.02118,0,1.023,,,-0.00182157,0.01017843,1
0_1-th Autocalled,338.405,1.02143,0,1.023,,,-0.00157235,0.01042765,1
0_1-th Autocalled,296.717,1.01648,0,1.023,,,-0.00651688,0.00548312,1
0_6-th Autocalled,214.685,1.14468,0,1.138,,,0.00668119,0.01868119,1
0_1-th Autocalled,307.655,1.02076,0,1.023,,,-0.0022432,0.0097568,1
0_1-th Autocalled,304.192,1.02446,0,1.023,,,0.00145607,0.01345607,1
0_1-th Autocalled,362.52,1.02185,0,1.023,,,-0.0011468,0.0108532,1
0_1-th Autocalled,308.623,1.0305,0,1.023,,,0.00749978,0.01949978,1
0_1-th Autocalled,300.702,1.0227,0,1.023,,,-0.000302938,0.011697062,1
0_1-th Autocalled,296.711,1.02969,0,1.023,,,0.00669151,0.01869151,1
0_1-th Autocalled,293.703,1.02288,0,1.023,,,-0.000118365,0.011881635,1
0_1-th Autocalled,302.717,1.02828,0,1.023,,,0.00528214,0.01728214,1
0_1-th Autocalled,306.669,1.03028,0,1.023,,,0.00727517,0.01927517,1
0_1-th Autocalled,330.643,1.02446,0,1.023,,,0.00145782,0.01345782,1
1_6-th Autocalled,165.421,-0.0221603,0.00336451,0.556562,,,-0.0221603,-0.0101603,0
0_1-th Autocalled,285.858,1.02337,0,1.023,,,0.000370645,0.012370645,1
0_1-th Autocalled,338.955,1.02233,0,1.023,,,-0.000672681,0.011327319,1
0_2-th Autocalled,315.214,1.05006,0,1.046,,,0.00405554,0.01605554,1
0_1-th Autocalled,299.759,1.01825,0,1.023,,,-0.00474771,0.00725229,1
0_3-th Autocalled,268.013,0.237905,0.00310768,1.069,,,0.00180614,0.01380614,1
0_1-th Autocalled,310.358,1.02601,0,1.023,,,0.00301157,0.01501157,1
0_1-th Autocalled,304.249,1.02338,0,1.023,,,0.000384155,0.012384155,1
0_1-th Autocalled,285.912,1.02086,0,1.023,,,-0.00213644,0.00986356,1
0_1-th Autocalled,304.483,1.02149,0,1.023,,,-0.00150535,0.01049465,1
0_1-th Autocalled,313.54,1.0212,0,1.023,,,-0.00179602,0.01020398,1
0_1-th Autocalled,284.258,-0.5188,0.00540837,1.023,,,-0.00442572,0.00757428,1
0_1-th Autocalled,320.427,1.02445,0,1.023,,,0.00144777,0.01344777,1
0_1-th Autocalled,306.373,1.02648,0,1.023,,,0.00347892,0.01547892,1
0_3-th Autocalled,291.23,1.06879,0,1.069,,,-0.00020959,0.01179041,1
0_1-th Autocalled,304.453,1.02372,0,1.023,,,0.000721036,0.012721036,1
0_1-th Autocalled,322.673,1.02226,0,1.023,,,-0.000735846,0.011264154,1
0_1-th Autocalled,344.719,1.02529,0,1.023,,,0.00229142,0.01429142,1
0_6-th Autocalled,243.989,1.12603,0,1.138,,,-0.0119697,3.03E-05,1
0_1-th Autocalled,327.774,1.02262,0,1.023,,,-0.00037761,0.01162239,1
0_3-th Autocalled,283.815,1.07098,0,1.069,,,0.00197797,0.01397797,1
0_1-th Autocalled,297.16,1.02704,0,1.023,,,0.00404428,0.01604428,1
1_6-th Autocalled,267.24,1.13323,0,1.138,,,-0.00477214,0.00722786,1
0_3-th Autocalled,298.429,1.07188,0,1.069,,,0.00288418,0.01488418,1
0_1-th Autocalled,286.884,1.03368,0,1.023,,,0.0106839,0.0226839,1
0_1-th Autocalled,303.82,1.02731,0,1.023,,,0.00430719,0.01630719,1
0_1-th Autocalled,294.455,1.02146,0,1.023,,,-0.00153825,0.01046175,1
0_1-th Autocalled,318.725,1.02162,0,1.023,,,-0.00137871,0.01062129,1
1_6-th Autocalled,235.063,-0.0145023,0.00336451,0.790872,,,-0.0145023,-0.0025023,0
1_4-th Autocalled,286.009,1.10363,0,1.092,,,0.0116252,0.0236252,1
1_6-th Autocalled,167.089,-0.0231165,0.00336451,0.562174,,,-0.0231165,-0.0111165,0
0_2-th Autocalled,288.225,1.0486,0,1.046,,,0.0025987,0.0145987,1
0_1-th Autocalled,345.154,1.0241,0,1.023,,,0.0011011,0.0131011,1
0_1-th Autocalled,320.808,1.02409,0,1.023,,,0.00108759,0.01308759,1
1_6-th Autocalled,186.275,-0.00949602,0.00336451,0.626725,,,-0.00949602,0.00250398,1
0_1-th Autocalled,303.368,1.02422,0,1.023,,,0.00121989,0.01321989,1
0_1-th Autocalled,283.264,-0.526072,0.00540837,1.023,,,-0.0170758,-0.0050758,0
0_2-th Autocalled,288.878,1.03946,0,1.046,,,-0.0065365,0.0054635,1
0_2-th Autocalled,297.728,1.05694,0,1.046,,,0.010944,0.022944,1
0_1-th Autocalled,302,1.02092,0,1.023,,,-0.00207863,0.00992137,1
0_1-th Autocalled,287.95,1.02398,0,1.023,,,0.000979937,0.012979937,1
0_1-th Autocalled,289.28,1.0226,0,1.023,,,-0.000397045,0.011602955,1
0_2-th Autocalled,322.643,1.05384,0,1.046,,,0.00783502,0.01983502,1
0_6-th Autocalled,267.817,1.14817,0,1.138,,,0.0101713,0.0221713,1
0_1-th Autocalled,302.471,1.02336,0,1.023,,,0.000361464,0.012361464,1
0_3-th Autocalled,275.203,1.0672,0,1.069,,,-0.00180347,0.01019653,1
0_1-th Autocalled,323.156,1.02169,0,1.023,,,-0.00131028,0.01068972,1
1_6-th Autocalled,215.474,-0.00277243,0.00336451,0.724963,,,-0.00277243,0.00922757,1
0_1-th Autocalled,293.785,1.02141,0,1.023,,,-0.00158994,0.01041006,1
0_1-th Autocalled,315.586,1.0245,0,1.023,,,0.00150176,0.01350176,1
0_1-th Autocalled,336.228,1.01981,0,1.023,,,-0.00318982,0.00881018,1
0_6-th Autocalled,226.688,1.12011,0,1.138,,,-0.0178862,-0.0058862,0
0_1-th Autocalled,290.762,1.02325,0,1.023,,,0.000254288,0.012254288,1
0_1-th Autocalled,305.38,1.02035,0,1.023,,,-0.00264686,0.00935314,1
0_2-th Autocalled,287.903,1.0413,0,1.046,,,-0.00469742,0.00730258,1
0_2-th Autocalled,297.514,1.04467,0,1.046,,,-0.00132628,0.01067372,1
0_1-th Autocalled,368.639,1.02313,0,1.023,,,0.000134138,0.012134138,1
